Change history report
"October 1, 2025 - January 31, 2026"
Date & time,User,Campaign,Ad group,Changes
"Nov 18, 2025, 12:36:55 PM",webmaster@clix.co,Fall Protection | All Geos,3M Fall Protection Systems - Services,"Ad group created
  Ad group targeting setting changed to ""Observation"" for ""Interests and remarketing""
  Ad group targeting setting changed to ""Observation"" for ""Age""
  Max CPC is $10.00
  Max CPM is $0.01
  Target CPM is $0.01
  Status is paused
  Name is ""3M Fall Protection Systems - Services""
  Disable Search Term Matching is False
  Ad group targeting setting changed to ""Observation"" for ""Gender""
  Ad group targeting setting changed to ""Observation"" for ""Parental status""
  Ad group targeting setting changed to ""Observation"" for ""Income range"""
"Nov 18, 2025, 12:36:55 PM",webmaster@clix.co,Fall Protection | All Geos,Fall Protection Systems - Services,"Ad group created
  Max CPC is $10.00
  Max CPM is $0.01
  Target CPM is $0.01
  Status is paused
  Name is ""Fall Protection Systems - Services""
  Disable Search Term Matching is False
  Ad group targeting setting changed to ""Observation"" for ""Income range""
  Ad group targeting setting changed to ""Observation"" for ""Parental status""
  Ad group targeting setting changed to ""Observation"" for ""Age""
  Ad group targeting setting changed to ""Observation"" for ""Gender""
  Ad group targeting setting changed to ""Observation"" for ""Interests and remarketing"""
"Nov 18, 2025, 12:36:55 PM",webmaster@clix.co,Fall Protection | All Geos,3M Fall Protection Systems - Repair,"Ad group created
  Max CPC is $10.00
  Max CPM is $0.01
  Target CPM is $0.01
  Status is paused
  Name is ""3M Fall Protection Systems - Repair""
  Disable Search Term Matching is False
  Ad group targeting setting changed to ""Observation"" for ""Interests and remarketing""
  Ad group targeting setting changed to ""Observation"" for ""Parental status""
  Ad group targeting setting changed to ""Observation"" for ""Age""
  Ad group targeting setting changed to ""Observation"" for ""Income range""
  Ad group targeting setting changed to ""Observation"" for ""Gender"""
"Nov 18, 2025, 12:36:55 PM",webmaster@clix.co,Fall Protection | All Geos,Fall Protection Systems - Generic,"Ad group created
  Ad group targeting setting changed to ""Observation"" for ""Income range""
  Ad group targeting setting changed to ""Observation"" for ""Interests and remarketing""
  Ad group targeting setting changed to ""Observation"" for ""Gender""
  Ad group targeting setting changed to ""Observation"" for ""Age""
  Ad group targeting setting changed to ""Observation"" for ""Parental status""
  Max CPC is $10.00
  Max CPM is $0.01
  Target CPM is $0.01
  Status is enabled
  Name is ""Fall Protection Systems - Generic""
  Disable Search Term Matching is False"
"Nov 18, 2025, 12:36:55 PM",webmaster@clix.co,Fall Protection | All Geos,3M Fall Protection Systems - Generic,"Ad group created
  Ad group targeting setting changed to ""Observation"" for ""Income range""
  Ad group targeting setting changed to ""Observation"" for ""Gender""
  Ad group targeting setting changed to ""Observation"" for ""Age""
  Ad group targeting setting changed to ""Observation"" for ""Parental status""
  Max CPC is $10.00
  Max CPM is $0.01
  Target CPM is $0.01
  Status is enabled
  Name is ""3M Fall Protection Systems - Generic""
  Disable Search Term Matching is False
  Ad group targeting setting changed to ""Observation"" for ""Interests and remarketing"""
"Nov 18, 2025, 12:36:55 PM",webmaster@clix.co,Fall Protection | All Geos,3M Fall Protection - Fabrication,"Ad group created
  Max CPC is $10.00
  Max CPM is $0.01
  Target CPM is $0.01
  Status is paused
  Name is ""3M Fall Protection - Fabrication""
  Disable Search Term Matching is False
  Ad group targeting setting changed to ""Observation"" for ""Income range""
  Ad group targeting setting changed to ""Observation"" for ""Age""
  Ad group targeting setting changed to ""Observation"" for ""Interests and remarketing""
  Ad group targeting setting changed to ""Observation"" for ""Gender""
  Ad group targeting setting changed to ""Observation"" for ""Parental status"""
"Nov 18, 2025, 12:36:55 PM",webmaster@clix.co,Fall Protection | All Geos,3M Fall Protection - Repair,"Ad group created
  Ad group targeting setting changed to ""Observation"" for ""Income range""
  Ad group targeting setting changed to ""Observation"" for ""Parental status""
  Ad group targeting setting changed to ""Observation"" for ""Age""
  Ad group targeting setting changed to ""Observation"" for ""Gender""
  Max CPC is $10.00
  Max CPM is $0.01
  Target CPM is $0.01
  Status is enabled
  Name is ""3M Fall Protection - Repair""
  Disable Search Term Matching is False
  Ad group targeting setting changed to ""Observation"" for ""Interests and remarketing"""
"Nov 18, 2025, 12:36:55 PM",webmaster@clix.co,Fall Protection | All Geos,3M Fall Protection - Maintenance,"Ad group created
  Ad group targeting setting changed to ""Observation"" for ""Interests and remarketing""
  Ad group targeting setting changed to ""Observation"" for ""Gender""
  Max CPC is $10.00
  Max CPM is $0.01
  Target CPM is $0.01
  Status is paused
  Name is ""3M Fall Protection - Maintenance""
  Disable Search Term Matching is False
  Ad group targeting setting changed to ""Observation"" for ""Parental status""
  Ad group targeting setting changed to ""Observation"" for ""Age""
  Ad group targeting setting changed to ""Observation"" for ""Income range"""
"Nov 18, 2025, 12:36:55 PM",webmaster@clix.co,Fall Protection | All Geos,Fall Protection - Fabrication,"Ad group created
  Ad group targeting setting changed to ""Observation"" for ""Income range""
  Ad group targeting setting changed to ""Observation"" for ""Parental status""
  Ad group targeting setting changed to ""Observation"" for ""Age""
  Ad group targeting setting changed to ""Observation"" for ""Gender""
  Ad group targeting setting changed to ""Observation"" for ""Interests and remarketing""
  Max CPC is $10.00
  Max CPM is $0.01
  Target CPM is $0.01
  Status is enabled
  Name is ""Fall Protection - Fabrication""
  Disable Search Term Matching is False"
"Nov 18, 2025, 12:36:55 PM",webmaster@clix.co,Fall Protection | All Geos,Fall Protection Systems - Installation,"Ad group created
  Ad group targeting setting changed to ""Observation"" for ""Interests and remarketing""
  Ad group targeting setting changed to ""Observation"" for ""Gender""
  Ad group targeting setting changed to ""Observation"" for ""Age""
  Ad group targeting setting changed to ""Observation"" for ""Parental status""
  Max CPC is $10.00
  Max CPM is $0.01
  Target CPM is $0.01
  Status is paused
  Name is ""Fall Protection Systems - Installation""
  Disable Search Term Matching is False
  Ad group targeting setting changed to ""Observation"" for ""Income range"""
"Nov 18, 2025, 12:36:55 PM",webmaster@clix.co,Fall Protection | All Geos,3M Fall Protection - Installation,"Ad group created
  Ad group targeting setting changed to ""Observation"" for ""Income range""
  Ad group targeting setting changed to ""Observation"" for ""Parental status""
  Max CPC is $10.00
  Max CPM is $0.01
  Target CPM is $0.01
  Status is paused
  Name is ""3M Fall Protection - Installation""
  Disable Search Term Matching is False
  Ad group targeting setting changed to ""Observation"" for ""Interests and remarketing""
  Ad group targeting setting changed to ""Observation"" for ""Gender""
  Ad group targeting setting changed to ""Observation"" for ""Age"""
"Nov 18, 2025, 12:36:55 PM",webmaster@clix.co,Industrial Piping | All Geos,Industrial Piping - Fabrication,"Ad group created
  Ad group targeting setting changed to ""Observation"" for ""Age""
  Ad group targeting setting changed to ""Observation"" for ""Gender""
  Ad group targeting setting changed to ""Observation"" for ""Interests and remarketing""
  Ad group targeting setting changed to ""Observation"" for ""Parental status""
  Max CPC is $10.00
  Max CPM is $0.01
  Target CPM is $0.01
  Status is enabled
  Name is ""Industrial Piping - Fabrication""
  Disable Search Term Matching is False
  Ad group targeting setting changed to ""Observation"" for ""Income range"""
"Nov 18, 2025, 12:36:55 PM",webmaster@clix.co,Industrial Piping | All Geos,Industrial Plumbing - Generic,"Ad group created
  Ad group targeting setting changed to ""Observation"" for ""Parental status""
  Ad group targeting setting changed to ""Observation"" for ""Income range""
  Ad group targeting setting changed to ""Observation"" for ""Interests and remarketing""
  Ad group targeting setting changed to ""Observation"" for ""Gender""
  Ad group targeting setting changed to ""Observation"" for ""Age""
  Max CPC is $10.00
  Max CPM is $0.01
  Target CPM is $0.01
  Status is enabled
  Name is ""Industrial Plumbing - Generic""
  Disable Search Term Matching is False"
"Nov 18, 2025, 12:36:55 PM",webmaster@clix.co,Industrial Piping | All Geos,Industrial Plumbing - Installation,"Ad group created
  Ad group targeting setting changed to ""Observation"" for ""Income range""
  Ad group targeting setting changed to ""Observation"" for ""Age""
  Max CPC is $10.00
  Max CPM is $0.01
  Target CPM is $0.01
  Status is paused
  Name is ""Industrial Plumbing - Installation""
  Disable Search Term Matching is False
  Ad group targeting setting changed to ""Observation"" for ""Interests and remarketing""
  Ad group targeting setting changed to ""Observation"" for ""Gender""
  Ad group targeting setting changed to ""Observation"" for ""Parental status"""
"Nov 18, 2025, 12:36:55 PM",webmaster@clix.co,Industrial Piping | All Geos,Industrial Plumbing - Maintenance,"Ad group created
  Ad group targeting setting changed to ""Observation"" for ""Age""
  Ad group targeting setting changed to ""Observation"" for ""Parental status""
  Ad group targeting setting changed to ""Observation"" for ""Income range""
  Ad group targeting setting changed to ""Observation"" for ""Interests and remarketing""
  Ad group targeting setting changed to ""Observation"" for ""Gender""
  Max CPC is $10.00
  Max CPM is $0.01
  Target CPM is $0.01
  Status is paused
  Name is ""Industrial Plumbing - Maintenance""
  Disable Search Term Matching is False"
"Nov 18, 2025, 12:36:55 PM",webmaster@clix.co,Industrial Piping | All Geos,Industrial Piping - Maintenance,"Ad group created
  Ad group targeting setting changed to ""Observation"" for ""Income range""
  Ad group targeting setting changed to ""Observation"" for ""Parental status""
  Ad group targeting setting changed to ""Observation"" for ""Age""
  Ad group targeting setting changed to ""Observation"" for ""Gender""
  Ad group targeting setting changed to ""Observation"" for ""Interests and remarketing""
  Max CPC is $10.00
  Max CPM is $0.01
  Target CPM is $0.01
  Status is paused
  Name is ""Industrial Piping - Maintenance""
  Disable Search Term Matching is False"
"Nov 18, 2025, 12:36:55 PM",webmaster@clix.co,Industrial Piping | All Geos,Industrial Piping - Generic,"Ad group created
  Ad group targeting setting changed to ""Observation"" for ""Interests and remarketing""
  Ad group targeting setting changed to ""Observation"" for ""Parental status""
  Ad group targeting setting changed to ""Observation"" for ""Gender""
  Ad group targeting setting changed to ""Observation"" for ""Age""
  Ad group targeting setting changed to ""Observation"" for ""Income range""
  Max CPC is $10.00
  Max CPM is $0.01
  Target CPM is $0.01
  Status is enabled
  Name is ""Industrial Piping - Generic""
  Disable Search Term Matching is False"
"Nov 18, 2025, 12:36:55 PM",webmaster@clix.co,Industrial Piping | All Geos,Industrial Plumbing - Repair,"Ad group created
  Max CPC is $10.00
  Max CPM is $0.01
  Target CPM is $0.01
  Status is paused
  Name is ""Industrial Plumbing - Repair""
  Disable Search Term Matching is False
  Ad group targeting setting changed to ""Observation"" for ""Parental status""
  Ad group targeting setting changed to ""Observation"" for ""Income range""
  Ad group targeting setting changed to ""Observation"" for ""Interests and remarketing""
  Ad group targeting setting changed to ""Observation"" for ""Gender""
  Ad group targeting setting changed to ""Observation"" for ""Age"""
"Nov 18, 2025, 12:36:55 PM",webmaster@clix.co,Industrial Piping | All Geos,Industrial Piping - Repair,"Ad group created
  Ad group targeting setting changed to ""Observation"" for ""Age""
  Ad group targeting setting changed to ""Observation"" for ""Interests and remarketing""
  Ad group targeting setting changed to ""Observation"" for ""Gender""
  Ad group targeting setting changed to ""Observation"" for ""Parental status""
  Max CPC is $10.00
  Max CPM is $0.01
  Target CPM is $0.01
  Status is paused
  Name is ""Industrial Piping - Repair""
  Disable Search Term Matching is False
  Ad group targeting setting changed to ""Observation"" for ""Income range"""
"Nov 18, 2025, 12:36:55 PM",webmaster@clix.co,Industrial Piping | All Geos,Industrial Plumbing - Fabrication,"Ad group created
  Ad group targeting setting changed to ""Observation"" for ""Age""
  Ad group targeting setting changed to ""Observation"" for ""Parental status""
  Ad group targeting setting changed to ""Observation"" for ""Income range""
  Ad group targeting setting changed to ""Observation"" for ""Gender""
  Max CPC is $10.00
  Max CPM is $0.01
  Target CPM is $0.01
  Status is paused
  Name is ""Industrial Plumbing - Fabrication""
  Disable Search Term Matching is False
  Ad group targeting setting changed to ""Observation"" for ""Interests and remarketing"""
"Nov 18, 2025, 12:36:55 PM",webmaster@clix.co,Industrial Piping | All Geos,Industrial Plumbing - Services,"Ad group created
  Ad group targeting setting changed to ""Observation"" for ""Income range""
  Ad group targeting setting changed to ""Observation"" for ""Parental status""
  Ad group targeting setting changed to ""Observation"" for ""Age""
  Ad group targeting setting changed to ""Observation"" for ""Gender""
  Ad group targeting setting changed to ""Observation"" for ""Interests and remarketing""
  Max CPC is $10.00
  Max CPM is $0.01
  Target CPM is $0.01
  Status is paused
  Name is ""Industrial Plumbing - Services""
  Disable Search Term Matching is False"
"Nov 18, 2025, 12:36:55 PM",webmaster@clix.co,Industrial Piping | All Geos,Industrial Piping - Installation,"Ad group created
  Ad group targeting setting changed to ""Observation"" for ""Income range""
  Ad group targeting setting changed to ""Observation"" for ""Parental status""
  Ad group targeting setting changed to ""Observation"" for ""Age""
  Max CPC is $10.00
  Max CPM is $0.01
  Target CPM is $0.01
  Status is paused
  Name is ""Industrial Piping - Installation""
  Disable Search Term Matching is False
  Ad group targeting setting changed to ""Observation"" for ""Interests and remarketing""
  Ad group targeting setting changed to ""Observation"" for ""Gender"""
"Nov 18, 2025, 12:36:55 PM",webmaster@clix.co,Fall Protection | All Geos,Anchor,"Ad group created
  Ad group targeting setting changed to ""Observation"" for ""Age""
  Max CPC is $0.01
  Max CPM is $0.01
  Target CPM is $0.01
  Status is enabled
  Name is ""Anchor""
  Disable Search Term Matching is False
  Ad group targeting setting changed to ""Observation"" for ""Interests and remarketing""
  Ad group targeting setting changed to ""Observation"" for ""Parental status""
  Ad group targeting setting changed to ""Observation"" for ""Gender""
  Ad group targeting setting changed to ""Observation"" for ""Income range"""
"Nov 18, 2025, 12:36:55 PM",webmaster@clix.co,Fall Protection | All Geos,Equipment,"Ad group created
  Max CPC is $0.01
  Max CPM is $0.01
  Target CPM is $0.01
  Status is enabled
  Name is ""Equipment""
  Disable Search Term Matching is False
  Ad group targeting setting changed to ""Observation"" for ""Parental status""
  Ad group targeting setting changed to ""Observation"" for ""Age""
  Ad group targeting setting changed to ""Observation"" for ""Gender""
  Ad group targeting setting changed to ""Observation"" for ""Interests and remarketing""
  Ad group targeting setting changed to ""Observation"" for ""Income range"""
"Nov 18, 2025, 12:36:55 PM",webmaster@clix.co,Fall Protection | All Geos,Guardrail/Railing,"Ad group created
  Max CPC is $0.01
  Max CPM is $0.01
  Target CPM is $0.01
  Status is enabled
  Name is ""Guardrail""
  Disable Search Term Matching is False
  Ad group targeting setting changed to ""Observation"" for ""Interests and remarketing""
  Ad group targeting setting changed to ""Observation"" for ""Gender""
  Ad group targeting setting changed to ""Observation"" for ""Age""
  Ad group targeting setting changed to ""Observation"" for ""Parental status""
  Ad group targeting setting changed to ""Observation"" for ""Income range"""
"Nov 18, 2025, 12:36:55 PM",webmaster@clix.co,Fall Protection | All Geos,Service/Installation,"Ad group created
  Ad group targeting setting changed to ""Observation"" for ""Income range""
  Ad group targeting setting changed to ""Observation"" for ""Age""
  Ad group targeting setting changed to ""Observation"" for ""Interests and remarketing""
  Max CPC is $0.01
  Max CPM is $0.01
  Target CPM is $0.01
  Status is enabled
  Name is ""Service/Installation""
  Disable Search Term Matching is False
  Ad group targeting setting changed to ""Observation"" for ""Parental status""
  Ad group targeting setting changed to ""Observation"" for ""Gender"""
"Nov 18, 2025, 12:36:55 PM",webmaster@clix.co,Fall Protection | All Geos,System,"Ad group created
  Ad group targeting setting changed to ""Observation"" for ""Parental status""
  Ad group targeting setting changed to ""Observation"" for ""Age""
  Ad group targeting setting changed to ""Observation"" for ""Gender""
  Ad group targeting setting changed to ""Observation"" for ""Interests and remarketing""
  Max CPC is $0.01
  Max CPM is $0.01
  Target CPM is $0.01
  Status is enabled
  Name is ""System""
  Disable Search Term Matching is False
  Ad group targeting setting changed to ""Observation"" for ""Income range"""
"Nov 18, 2025, 12:36:55 PM",webmaster@clix.co,Industrial Piping | All Geos,Manufacturerer,"Ad group created
  Max CPC is $0.01
  Max CPM is $0.01
  Target CPM is $0.01
  Status is enabled
  Name is ""Manufacturerer""
  Disable Search Term Matching is False
  Ad group targeting setting changed to ""Observation"" for ""Interests and remarketing""
  Ad group targeting setting changed to ""Observation"" for ""Gender""
  Ad group targeting setting changed to ""Observation"" for ""Age""
  Ad group targeting setting changed to ""Observation"" for ""Parental status""
  Ad group targeting setting changed to ""Observation"" for ""Income range"""
"Nov 18, 2025, 12:36:55 PM",webmaster@clix.co,Industrial Piping | All Geos,Piping,"Ad group created
  Ad group targeting setting changed to ""Observation"" for ""Gender""
  Max CPC is $0.01
  Max CPM is $0.01
  Target CPM is $0.01
  Status is enabled
  Name is ""Piping""
  Disable Search Term Matching is False
  Ad group targeting setting changed to ""Observation"" for ""Interests and remarketing""
  Ad group targeting setting changed to ""Observation"" for ""Age""
  Ad group targeting setting changed to ""Observation"" for ""Income range""
  Ad group targeting setting changed to ""Observation"" for ""Parental status"""
"Nov 18, 2025, 12:36:55 PM",webmaster@clix.co,Industrial Piping | All Geos,Service/Installation,"Ad group created
  Ad group targeting setting changed to ""Observation"" for ""Income range""
  Ad group targeting setting changed to ""Observation"" for ""Gender""
  Ad group targeting setting changed to ""Observation"" for ""Age""
  Ad group targeting setting changed to ""Observation"" for ""Parental status""
  Ad group targeting setting changed to ""Observation"" for ""Interests and remarketing""
  Max CPC is $0.01
  Max CPM is $0.01
  Target CPM is $0.01
  Status is enabled
  Name is ""Service/Installation""
  Disable Search Term Matching is False"
"Nov 18, 2025, 12:36:55 PM",webmaster@clix.co,Industrial Piping | All Geos,Valve,"Ad group created
  Max CPC is $0.01
  Max CPM is $0.01
  Target CPM is $0.01
  Status is enabled
  Name is ""Valve""
  Disable Search Term Matching is False
  Ad group targeting setting changed to ""Observation"" for ""Income range""
  Ad group targeting setting changed to ""Observation"" for ""Interests and remarketing""
  Ad group targeting setting changed to ""Observation"" for ""Gender""
  Ad group targeting setting changed to ""Observation"" for ""Age""
  Ad group targeting setting changed to ""Observation"" for ""Parental status"""
"Nov 18, 2025, 12:36:54 PM",webmaster@clix.co,Fall Protection - 2025,,"Campaign changed
  Location options (advanced): Targeting changed from ""people in, searching for, or viewing pages about my targeted location"" to ""people in my targeted location"""
"Nov 18, 2025, 12:36:54 PM",webmaster@clix.co,Fall Protection | All Geos,,"Budget set to ""Fall Protection | All Geos""
  
Budget created
  Budget delivery method set to ""standard: show ads evenly over time""
  End date is ""No end date""
  Budget status is active
  Unit type is Currency
  Fall Protection | All Geos: Budget amount is $25.00
  Budget ""Fall Protection | All Geos"" created
Campaign created
  Bid strategy type is ""Maximize conversions""
  Location options (advanced): Exclude is ""people in or regularly in your targeted locations""
  Location options (advanced): Targeting is ""people in my targeted location""
  Contains EU political advertising is false
  Automatically created assets is turned off
  End time is ""No end date""
  Start time is Nov 18, 2025, 12:36:53 PM PST
  Status is paused
  Not targeting ""Google TV Network""
  Opted out of ""Search Partners Network""
  Ad rotation is ""Optimize: Prefer best performing ads""
  Opted into ""Google Search Network""
  Opted out of ""Display Network""
  Campaign ""Fall Protection | All Geos"" created
  Campaign targeting setting changed to ""Observation"" for ""Interests and remarketing""
  Enable AI Max for Search Campaigns is False
1 language added
  English
4 platforms added
  Desktop
  Mobile Highend
  Tablet
  Connected TV"
"Nov 18, 2025, 12:36:54 PM",webmaster@clix.co,Industrial Piping | All Geos,,"Budget set to ""Industrial Piping | All Geos""
  
Budget created
  Budget delivery method set to ""standard: show ads evenly over time""
  End date is ""No end date""
  Budget status is active
  Unit type is Currency
  Industrial Piping | All Geos: Budget amount is $25.00
  Budget ""Industrial Piping | All Geos"" created
Campaign created
  Bid strategy type is ""Maximize conversions""
  Location options (advanced): Exclude is ""people in or regularly in your targeted locations""
  Location options (advanced): Targeting is ""people in my targeted location""
  Contains EU political advertising is false
  Automatically created assets is turned off
  End time is ""No end date""
  Start time is Nov 18, 2025, 12:36:53 PM PST
  Status is paused
  Not targeting ""Google TV Network""
  Opted out of ""Search Partners Network""
  Ad rotation is ""Optimize: Prefer best performing ads""
  Opted into ""Google Search Network""
  Opted out of ""Display Network""
  Campaign ""Industrial Piping | All Geos"" created
  Campaign targeting setting changed to ""Observation"" for ""Interests and remarketing""
  Enable AI Max for Search Campaigns is False
1 language added
  English
4 platforms added
  Desktop
  Mobile Highend
  Tablet
  Connected TV"
"Nov 18, 2025, 12:19:54 PM",adwords@hubspot.com,,,"Customer manager changed
  Status changed from Pending to Cancelled"
"Nov 18, 2025, 12:19:52 PM",adwords@hubspot.com,,,"Customer manager created
  Status is Pending
  The manager id is 9707398227"
"Nov 17, 2025, 1:00:38 PM",webmaster@clix.co,,,"Shared Negs: 1 negative broad match keyword removed from list
  -warehouse"
"Nov 17, 2025, 1:00:36 PM",webmaster@clix.co,,,"Shared Negs: 1 negative broad match keyword removed from list
  -door repair"
"Nov 17, 2025, 12:38:49 PM",adwords@hubspot.com,,,"Customer manager changed
  Status changed from Pending to Cancelled"
"Nov 17, 2025, 12:38:46 PM",adwords@hubspot.com,,,"Customer manager created
  Status is Pending
  The manager id is 9707398227"
"Nov 17, 2025, 9:46:28 AM",webmaster@clix.co,Material Handling & Industrial Maintenance | All Geos,,"Campaign changed
  Campaign bid strategy type changed from ""Maximize clicks"" to ""Maximize conversions"""
"Nov 16, 2025, 11:17:33 AM",adwords@hubspot.com,,,"Customer manager changed
  Status changed from Pending to Cancelled"
"Nov 16, 2025, 11:17:32 AM",adwords@hubspot.com,,,"Customer manager created
  Status is Pending
  The manager id is 9707398227"
"Nov 15, 2025, 11:17:16 AM",adwords@hubspot.com,,,"Customer manager changed
  Status changed from Pending to Cancelled"
"Nov 15, 2025, 11:17:14 AM",adwords@hubspot.com,,,"Customer manager created
  Status is Pending
  The manager id is 9707398227"
"Nov 14, 2025, 12:29:33 PM",webmaster@clix.co,Metal Fabrication | All Geos,Test,"6 exact match keywords removed
  [industrial guardrail fabrication]
  [stair and handrail fabrication]
  [platform and catwalk fabrication]
  [welded structural frames]
  [seismic steel retrofit]
  [moment frame installers]
6 phrase match keywords added
  ""moment frame installers""
  ""seismic steel retrofit""
  ""industrial guardrail fabrication""
  ""welded structural frames""
  ""platform and catwalk fabrication""
  ""stair and handrail fabrication"""
"Nov 14, 2025, 12:28:53 PM",webmaster@clix.co,Metal Fabrication | All Geos,Test,"1 phrase match keyword added
  ""moment frame fabrication""
1 exact match keyword removed
  [moment frame fabrication]"
"Nov 14, 2025, 12:28:33 PM",webmaster@clix.co,Metal Fabrication | All Geos,Stainless Steel - Fabrication,"1 ad group paused
  Status changed from enabled to paused"
"Nov 14, 2025, 12:28:07 PM",webmaster@clix.co,,,"Shared Negs: 1 negative broad match keyword removed from list
  -stair"
"Nov 14, 2025, 12:27:40 PM",webmaster@clix.co,Metal Fabrication | All Geos,Metal - Fabrication,"1 negative exact match keyword added
  -[resistance welding aluminum]"
"Nov 14, 2025, 12:03:50 PM",webmaster@clix.co,Material Handling & Industrial Maintenance | All Geos,Industrial Equipment Repair - Generic,"1 phrase match keyword paused
  ""Industrial Equipment Repair"": Status changed from enabled to paused"
"Nov 14, 2025, 12:03:18 PM",webmaster@clix.co,Material Handling & Industrial Maintenance | All Geos,Industrial Equipment Maintenance - Generic,"1 ad group paused
  Status changed from enabled to paused"
"Nov 14, 2025, 12:02:49 PM",webmaster@clix.co,Material Handling & Industrial Maintenance | All Geos,Industrial Equipment Maintenance - Generic,"1 phrase match keyword paused
  ""equipment maintenance"": Status changed from enabled to paused"
"Nov 14, 2025, 12:02:44 PM",webmaster@clix.co,Material Handling & Industrial Maintenance | All Geos,Industrial Equipment Maintenance - Generic,"1 phrase match keyword paused
  ""preventative maintenance services"": Status changed from enabled to paused"
"Nov 14, 2025, 12:02:36 PM",webmaster@clix.co,Material Handling & Industrial Maintenance | All Geos,Industrial Equipment Maintenance - Generic,"1 phrase match keyword paused
  ""Industrial Equipment Maintenance"": Status changed from enabled to paused"
"Nov 14, 2025, 12:02:18 PM",webmaster@clix.co,Material Handling & Industrial Maintenance | All Geos,Industrial Equipment Maintenance - Generic,"1 phrase match keyword paused
  ""planned maintenance"": Status changed from enabled to paused"
"Nov 14, 2025, 12:02:10 PM",webmaster@clix.co,Material Handling & Industrial Maintenance | All Geos,Industrial Equipment Maintenance - Generic,"1 ad group enabled
  Status changed from paused to enabled"
"Nov 14, 2025, 12:01:59 PM",webmaster@clix.co,Material Handling & Industrial Maintenance | All Geos,Industrial Equipment Maintenance - Generic,"1 ad group paused
  Status changed from enabled to paused"
"Nov 14, 2025, 12:01:06 PM",adwords@hubspot.com,,,"Customer manager changed
  Status changed from Pending to Cancelled"
"Nov 14, 2025, 12:01:04 PM",adwords@hubspot.com,,,"Customer manager created
  Status is Pending
  The manager id is 9707398227"
"Nov 14, 2025, 12:01:01 PM",webmaster@clix.co,Material Handling & Industrial Maintenance - Newark,,"3 negative exact match keywords added
  -[heavy equipment mobile mechanic near me]
  -[crane repair near me]
  -[heavy equipment mechanic]"
"Nov 14, 2025, 12:01:01 PM",webmaster@clix.co,Material Handling & Industrial Maintenance - Portland,,"2 negative exact match keywords added
  -[commercial generator repair near me]
  -[industrial manipulators]"
"Nov 14, 2025, 12:01:01 PM",webmaster@clix.co,Metal Fabrication - Seattle,,"2 negative exact match keywords added
  -[weld air wasilla]
  -[welding shops near me]"
"Nov 14, 2025, 12:01:01 PM",webmaster@clix.co,Material Handling & Industrial Maintenance - Seattle,,"1 negative exact match keyword added
  -[raymond handling solution]"
"Nov 13, 2025, 11:53:35 AM",adwords@hubspot.com,,,"Customer manager changed
  Status changed from Pending to Cancelled"
"Nov 13, 2025, 11:53:33 AM",adwords@hubspot.com,,,"Customer manager created
  Status is Pending
  The manager id is 9707398227"
"Nov 12, 2025, 11:59:48 AM",adwords@hubspot.com,,,"Customer manager changed
  Status changed from Pending to Cancelled"
"Nov 12, 2025, 11:59:46 AM",adwords@hubspot.com,,,"Customer manager created
  Status is Pending
  The manager id is 9707398227"
"Nov 11, 2025, 12:05:57 PM",adwords@hubspot.com,,,"Customer manager changed
  Status changed from Pending to Cancelled"
"Nov 11, 2025, 12:05:55 PM",adwords@hubspot.com,,,"Customer manager created
  Status is Pending
  The manager id is 9707398227"
"Nov 11, 2025, 10:21:04 AM",webmaster@clix.co,,,"Asset created
  Callout text is ""Custom Metal Fabrication""
  Status is ""Enabled"""
"Nov 11, 2025, 10:21:04 AM",webmaster@clix.co,Metal Fabrication | All Geos,,"Campaign asset created
  Status is Enabled
  Extension type is Callout
  Item id is 308349568221"
"Nov 11, 2025, 10:20:12 AM",webmaster@clix.co,Metal Fabrication | All Geos,,"Campaign asset created
  Status is Enabled
  Extension type is Business logo
  Item id is 610841314"
"Nov 10, 2025, 1:01:00 PM",webmaster@clix.co,,,"Shared Negs: 5 negative broad match keywords added to list
  -pallet jack
  -metal rolling
  -metal stamping
  -Forklift
  -CNC"
"Nov 10, 2025, 12:51:32 PM",webmaster@clix.co,Material Handling & Industrial Maintenance | All Geos,,"20 negative exact match keywords added
  -[bridgeport ez trak repair]
  -[bobcat repair service near me]
  -[heavy equipment repair company]
  -[crane repair]
  -[pallet wrapper repair near me]
  -[powered material handling equipment]
  -[bridgeport mill repair]
  -[crane repair company]
  -[heavy equipment repair companies]
  -[bridgeport mill repair service near me]
  -[heavy equipment repair]
  -[cnc machine repair service near me]
  -[cnc lathe repair near me]
  -[hydraulic jack repair near me]
  -[industrial material handling equipment]
  -[cnc repair services near me]
  -[haas cnc repair]
  -[crane repair near me]
  -[crane maintenance near me]
  -[cnc repair technician near me]"
"Nov 10, 2025, 12:49:11 PM",webmaster@clix.co,Metal Fabrication | All Geos,,"5 negative exact match keywords added
  -[container fabrication near me]
  -[sheet metal oakland]
  -[bay area chrome plating]
  -[schafer sheet metal san carlos]
  -[cnc metal cutting]"
"Nov 10, 2025, 12:47:36 PM",webmaster@clix.co,Metal Fabrication | All Geos,,"11 negative exact match keywords added
  -[metal stamping service near me]
  -[fabricators near me]
  -[sheet metal supply near me]
  -[local welders near me]
  -[local sheet metal shops]
  -[sheet metalwork]
  -[metal spinning near me]
  -[speckens]
  -[metalworkers]
  -[door welding]
  -[metal pipe bending]"
